Datetime,PM2.5
2018-04-22 23:00:00,35.25
2015-04-11 12:00:00,44.0
2016-11-24 19:00:00,58.0
2018-01-08 19:00:00,67.92
2019-02-11 17:00:00,57.75
2015-07-19 03:00:00,39.0
2019-11-05 12:00:00,78.35
2016-10-19 23:00:00,66.0
2017-01-06 01:00:00,100.0
2020-05-07 16:00:00,31.8
2019-11-21 05:00:00,79.12
2015-05-29 12:00:00,48.0
2019-01-14 09:00:00,77.5
2019-06-03 22:00:00,25.79
2017-05-07 06:00:00,17.5
2018-09-08 18:00:00,18.3
2016-02-06 18:00:00,56.12
2016-06-15 08:00:00,31.17
2018-03-07 04:00:00,48.38
2020-06-04 14:00:00,14.38
2016-07-28 18:00:00,17.0
2018-01-06 22:00:00,80.04
2019-08-26 04:00:00,11.6
2016-04-27 23:00:00,56.88
2019-08-19 00:00:00,41.25
2015-06-13 15:00:00,27.0
2019-11-06 18:00:00,63.33
2018-08-14 18:00:00,24.2
2018-06-09 17:00:00,30.25
2015-07-30 06:00:00,23.0
2020-03-23 02:00:00,38.25
2017-12-04 13:00:00,64.46
2018-01-25 22:00:00,75.21
2018-12-07 00:00:00,66.38
2018-09-29 15:00:00,50.62
2017-07-08 04:00:00,13.33
2016-11-07 09:00:00,87.0
2018-11-14 15:00:00,39.54
2018-06-08 20:00:00,25.71
2017-10-19 08:00:00,69.0
2020-05-28 17:00:00,22.45
2015-12-20 08:00:00,31.88
2018-10-18 08:00:00,25.88
2016-05-19 16:00:00,46.25
2018-04-28 17:00:00,41.0
2018-02-22 06:00:00,60.62
2018-08-21 10:00:00,10.05
2015-09-11 04:00:00,28.75
2015-12-24 06:00:00,56.0
2015-06-30 20:00:00,29.0
2016-11-23 01:00:00,56.0
2017-02-09 13:00:00,42.75
2019-11-05 20:00:00,94.0
2018-06-13 10:00:00,33.54
2017-09-24 19:00:00,32.0
2018-12-13 12:00:00,69.71
2020-02-28 07:00:00,43.25
2016-05-16 13:00:00,30.38
2016-10-07 08:00:00,20.0
2015-08-09 05:00:00,31.0
2016-01-28 19:00:00,67.5
2019-08-13 09:00:00,25.83
2018-09-09 01:00:00,48.95
2017-06-25 05:00:00,6.83
2015-07-12 05:00:00,29.0
2018-04-19 11:00:00,34.0
2017-06-05 19:00:00,21.75
2018-02-08 18:00:00,21.0
2018-12-27 00:00:00,76.42
2019-02-07 15:00:00,47.21
2017-12-21 00:00:00,80.88
2016-06-01 19:00:00,45.0
2019-10-08 16:00:00,55.25
2019-04-11 08:00:00,40.0
2019-05-03 06:00:00,42.31
2019-08-20 19:00:00,19.96
2015-09-17 02:00:00,22.38
2019-01-06 07:00:00,80.58
2020-01-18 22:00:00,50.8
2017-09-28 16:00:00,46.75
2017-06-16 17:00:00,14.17
2019-05-26 22:00:00,66.29
2018-12-18 14:00:00,21.67
2018-05-20 03:00:00,32.85
2016-05-24 03:00:00,25.15
2016-08-08 04:00:00,9.02
2020-03-20 04:00:00,27.56
2018-05-21 20:00:00,51.71
2016-12-07 16:00:00,49.0
2017-11-21 21:00:00,55.54
2015-04-13 19:00:00,34.0
2017-07-30 19:00:00,18.08
2018-06-17 14:00:00,22.1
2019-03-14 09:00:00,46.7
2015-04-09 03:00:00,17.0
2020-04-21 09:00:00,31.8
2020-04-26 00:00:00,50.08
2015-05-29 08:00:00,54.0
2018-02-08 00:00:00,58.38
2020-04-01 00:00:00,57.6
2017-03-26 08:00:00,63.0
2018-10-14 19:00:00,51.54
2016-07-28 03:00:00,25.0
2016-07-07 10:00:00,37.93
2016-04-28 08:00:00,57.88
2017-03-07 09:00:00,37.38
2018-06-19 05:00:00,8.92
2020-06-12 17:00:00,17.88
2016-02-10 22:00:00,89.0
2017-11-11 05:00:00,65.21
2018-09-19 21:00:00,39.17
2015-12-20 04:00:00,22.62
2017-11-28 23:00:00,82.29
2018-09-08 13:00:00,18.6
2019-09-16 11:00:00,22.38
2017-11-06 09:00:00,38.1
2017-08-23 02:00:00,8.25
2016-02-21 23:00:00,532.5
2015-10-12 14:00:00,516.25
2019-12-17 08:00:00,71.0
2018-04-01 00:00:00,58.2
2016-09-29 12:00:00,30.0
2017-03-10 00:00:00,48.75
2018-04-05 02:00:00,49.1
2020-06-04 22:00:00,24.45
2018-08-07 02:00:00,19.06
2016-02-04 18:00:00,539.12
2020-02-22 10:00:00,30.0
2016-02-22 05:00:00,529.0
2019-02-18 16:00:00,52.88
2015-08-27 00:00:00,48.0
2018-10-03 18:00:00,44.04
2017-03-06 06:00:00,51.38
2018-10-01 15:00:00,57.38
2016-05-25 23:00:00,24.5
2016-05-22 19:00:00,31.62
2017-03-15 19:00:00,28.0
2017-01-16 20:00:00,73.0
2020-01-27 07:00:00,70.35
2019-11-02 21:00:00,56.08
2018-10-28 05:00:00,67.29
2015-09-28 05:00:00,111.0
2017-10-10 01:00:00,30.25
2018-03-12 22:00:00,45.04
2018-03-25 16:00:00,65.12
2018-04-26 01:00:00,34.71
2018-10-02 10:00:00,27.62
2017-03-07 11:00:00,34.62
2018-01-11 06:00:00,82.5
2020-04-25 10:00:00,33.33
2019-09-11 00:00:00,13.33
2018-10-11 04:00:00,60.65
2019-12-22 19:00:00,68.5
2018-11-27 18:00:00,63.25
2020-01-15 23:00:00,55.69
2018-03-05 03:00:00,50.62
2016-09-25 23:00:00,6.0
2019-02-14 23:00:00,57.21
2015-06-07 13:00:00,51.0
2016-06-03 06:00:00,20.0
2016-09-16 10:00:00,8.0
2018-03-01 10:00:00,61.04
2016-12-19 01:00:00,83.75
2017-11-20 17:00:00,26.25
2015-12-22 03:00:00,30.88
2017-05-13 00:00:00,44.5
2016-09-27 07:00:00,5.0
2019-01-02 16:00:00,50.04
2016-09-20 01:00:00,9.75
2017-12-29 16:00:00,48.71
2019-04-27 03:00:00,49.19
2015-07-09 18:00:00,23.0
2020-02-17 19:00:00,47.33
2018-04-08 13:00:00,23.21
2017-03-16 20:00:00,22.88
2015-12-10 00:00:00,64.12
2017-09-21 08:00:00,13.25
2018-09-15 07:00:00,44.12
2017-06-23 05:00:00,11.67
2017-10-25 15:00:00,73.0
2019-08-04 03:00:00,4.35
2015-05-22 08:00:00,25.8
2017-05-23 01:00:00,9.64
2015-08-21 21:00:00,20.49
2019-05-09 07:00:00,29.91
2016-12-21 09:00:00,0.39
2018-11-07 19:00:00,36.28
2018-10-31 08:00:00,59.33
2020-04-16 20:00:00,28.97
2019-02-16 06:00:00,36.07
2019-10-27 11:00:00,34.13
2018-01-16 17:00:00,36.96
2016-12-11 07:00:00,17.26
2016-01-15 02:00:00,58.83
2019-09-04 02:00:00,10.48
2015-09-01 13:00:00,12.28
2016-05-11 09:00:00,39.72
2020-05-22 19:00:00,24.8
2015-11-14 06:00:00,42.76
2015-07-26 01:00:00,18.62
2017-08-25 02:00:00,503.19
2017-01-17 03:00:00,33.36
2016-03-02 01:00:00,43.7
2016-05-21 16:00:00,148.74
2015-07-10 19:00:00,20.58
2017-03-02 22:00:00,44.53
2018-09-10 09:00:00,25.92
2019-10-21 15:00:00,14.47
2015-04-04 06:00:00,31.06
2019-04-14 13:00:00,28.82
2015-06-20 08:00:00,18.46
2019-02-10 18:00:00,28.37
2017-11-21 02:00:00,13.84
2019-05-11 05:00:00,37.24
2018-05-06 18:00:00,152.85
2019-09-04 23:00:00,11.53
2018-01-09 19:00:00,19.52
2016-02-01 18:00:00,92.3
2019-08-23 04:00:00,10.72
2018-07-02 17:00:00,14.59
2019-09-07 09:00:00,17.49
2017-07-26 02:00:00,20.48
2020-02-23 23:00:00,39.64
2016-02-26 12:00:00,51.18
2019-09-24 16:00:00,15.16
2016-08-24 14:00:00,32.23
2020-06-10 14:00:00,21.06
2015-08-29 20:00:00,22.99
2019-05-26 04:00:00,18.05
2017-08-22 00:00:00,19.65
2018-12-23 01:00:00,37.62
2020-01-04 21:00:00,88.09
2017-03-17 20:00:00,43.81
2020-01-09 02:00:00,38.56
2017-04-25 21:00:00,22.74
2015-05-18 19:00:00,22.27
2017-10-12 14:00:00,26.88
2019-12-31 15:00:00,34.64
2017-04-28 22:00:00,227.96
2015-08-19 13:00:00,20.08
2020-05-16 04:00:00,19.27
2019-09-30 18:00:00,16.86
2018-07-21 09:00:00,19.87
2016-11-15 14:00:00,15.59
2020-04-08 10:00:00,24.61
2016-12-21 17:00:00,22.66
2020-03-18 05:00:00,31.08
2015-06-04 21:00:00,32.24
2017-11-08 03:00:00,8.54
2017-12-28 14:00:00,52.18
2018-02-10 22:00:00,31.13
2016-10-20 12:00:00,47.5
2016-12-18 19:00:00,31.36
2017-12-15 06:00:00,17.92
2019-05-23 23:00:00,43.71
2018-02-03 02:00:00,30.89
2020-01-11 18:00:00,27.79
2019-04-15 02:00:00,51.23
2015-09-20 22:00:00,11.06
2019-07-26 12:00:00,23.56
2019-12-27 08:00:00,43.59
2015-06-26 14:00:00,9.1
2016-03-23 06:00:00,32.82
2018-04-26 03:00:00,41.81
2020-06-08 16:00:00,20.18
2019-09-16 09:00:00,16.47
2018-05-18 09:00:00,21.18
2019-09-19 23:00:00,26.72
2017-04-06 19:00:00,46.12
2017-07-23 06:00:00,20.1
2019-01-20 15:00:00,30.71
2019-09-07 20:00:00,55.66
2016-01-20 13:00:00,117.32
2019-10-02 02:00:00,15.43
2018-10-19 20:00:00,24.3
2019-06-08 16:00:00,23.14
2016-10-28 09:00:00,70.66
2016-12-01 15:00:00,27.01
2018-02-27 02:00:00,26.74
2018-12-09 10:00:00,91.58
2017-09-02 11:00:00,8.33
2020-01-08 20:00:00,47.45
2018-04-30 15:00:00,51.82
2015-08-29 15:00:00,12.31
2018-06-12 21:00:00,24.8
2016-07-27 23:00:00,27.94
2017-05-28 04:00:00,18.76
2015-08-29 19:00:00,19.27
2015-07-12 10:00:00,22.22
2016-02-19 09:00:00,10.09
2018-10-17 07:00:00,18.15
2016-08-27 06:00:00,3.79
2018-05-22 11:00:00,213.5
2019-10-06 00:00:00,27.87
2015-12-12 07:00:00,31.37
2018-08-29 09:00:00,17.33
2016-01-05 21:00:00,121.26
2019-08-12 09:00:00,24.81
2015-05-18 05:00:00,4.33
2020-04-14 14:00:00,17.76
2020-04-18 01:00:00,21.52
2020-06-15 14:00:00,20.11
2016-01-02 02:00:00,72.86
2016-12-30 03:00:00,46.9
2019-11-02 05:00:00,19.04
2020-02-25 06:00:00,35.03
2018-03-24 23:00:00,32.46
2020-03-18 13:00:00,19.94
2017-07-20 17:00:00,22.95
2017-02-10 13:00:00,35.13
2020-04-19 15:00:00,19.42
2016-11-19 23:00:00,77.45
2015-08-29 12:00:00,12.68
2016-12-15 00:00:00,40.66
2017-08-26 07:00:00,11.5
2017-03-19 22:00:00,53.48
2015-05-22 10:00:00,32.28
2019-08-23 08:00:00,16.58
2017-01-09 08:00:00,34.24
2018-11-12 10:00:00,84.13
2019-01-01 18:00:00,36.98
2019-01-07 11:00:00,67.53
2015-04-24 13:00:00,6.61
2020-02-11 19:00:00,36.66
2019-03-28 00:00:00,78.83
2018-07-14 14:00:00,18.31
2018-10-10 04:00:00,32.23
2017-07-28 16:00:00,20.44
2016-06-17 16:00:00,24.42
2019-04-05 20:00:00,51.72
2016-02-19 17:00:00,39.84
2017-07-30 05:00:00,20.86
2019-09-08 08:00:00,9.68
2017-03-11 19:00:00,24.21
2019-11-06 12:00:00,81.91
2018-08-08 23:00:00,23.43
2017-07-20 02:00:00,27.39
2019-03-25 06:00:00,47.64
2016-04-07 15:00:00,18.65
2016-11-17 11:00:00,43.89
2019-02-19 13:00:00,43.5
2015-07-29 04:00:00,17.14
2015-09-28 00:00:00,8.95
2018-03-21 21:00:00,89.68
2019-12-12 06:00:00,23.28
2020-02-02 12:00:00,30.99
2017-11-25 09:00:00,13.66
2019-03-28 09:00:00,58.88
2016-04-21 19:00:00,27.54
2019-06-06 14:00:00,24.89
2015-09-07 12:00:00,11.06
2015-05-30 02:00:00,15.42
2016-08-17 12:00:00,25.34
2018-01-05 02:00:00,16.1
2015-06-25 18:00:00,11.3
2017-03-07 13:00:00,25.44
2015-04-15 13:00:00,16.56
2019-11-27 06:00:00,25.75
2016-07-02 08:00:00,27.79
2019-09-27 06:00:00,30.98
2020-02-12 09:00:00,39.81
2019-06-23 17:00:00,9.7
2017-07-31 06:00:00,15.88
2017-02-13 05:00:00,29.84
2019-05-25 12:00:00,29.2
2015-11-05 03:00:00,19.58
2016-03-09 19:00:00,56.78
2020-03-05 20:00:00,56.07
2015-11-25 14:00:00,24.47
2019-03-01 00:00:00,84.16
2015-06-23 20:00:00,27.96
2017-12-30 10:00:00,48.94
2018-06-17 06:00:00,19.27
2020-02-03 01:00:00,30.36
2017-03-08 09:00:00,29.28
2018-09-14 02:00:00,25.27
2016-12-05 04:00:00,13.11
2019-04-05 17:00:00,29.44
2015-11-12 14:00:00,1.88
2018-11-23 00:00:00,12.53
2016-10-25 17:00:00,33.25
2019-11-10 09:00:00,66.75
2020-03-16 16:00:00,14.21
2015-05-24 09:00:00,26.62
2018-07-31 19:00:00,21.85
2019-07-21 13:00:00,35.31
2017-04-28 06:00:00,33.28
2018-02-20 01:00:00,36.36
2016-02-06 23:00:00,65.24
2019-12-08 12:00:00,23.12
2016-03-08 11:00:00,44.98
2016-10-15 23:00:00,98.48
2017-06-06 15:00:00,26.68
2018-10-23 17:00:00,46.13
2018-01-20 23:00:00,36.61
2020-01-22 22:00:00,30.33
2017-10-19 09:00:00,34.57
2019-04-26 10:00:00,61.83
2015-08-13 00:00:00,12.8
2015-05-02 01:00:00,59.62
2019-05-07 00:00:00,58.64
2016-10-22 10:00:00,129.6
2017-02-28 14:00:00,6.33
2019-02-14 15:00:00,22.31
2019-07-27 06:00:00,16.6
2018-09-21 22:00:00,33.37
2017-05-31 03:00:00,17.2
2015-05-27 17:00:00,34.95
2018-08-29 08:00:00,18.36
2020-04-17 00:00:00,19.72
2018-02-15 16:00:00,29.64
2017-03-22 11:00:00,31.78
2018-03-06 12:00:00,25.64
2020-06-06 14:00:00,15.39
2015-09-02 14:00:00,17.77
2020-01-12 03:00:00,34.66
2015-07-24 11:00:00,12.78
2016-10-28 08:00:00,89.53
2019-07-30 05:00:00,17.77
2015-11-12 19:00:00,16.32
2018-03-18 17:00:00,9.64
2019-11-18 16:00:00,17.02
2020-06-15 23:00:00,22.83
2016-08-16 07:00:00,1.96
2018-11-24 05:00:00,130.94
2015-03-31 21:00:00,62.36
2017-02-22 20:00:00,42.71
2015-12-21 11:00:00,36.12
2020-03-24 18:00:00,25.02
2017-10-24 16:00:00,31.62
2016-08-20 11:00:00,30.01
2016-08-30 00:00:00,44.31
2018-10-06 09:00:00,13.28
2016-04-04 01:00:00,68.4
2016-10-09 09:00:00,16.96
2015-04-17 13:00:00,5.6
2017-06-08 04:00:00,15.39
2016-02-11 07:00:00,77.32
2016-01-08 22:00:00,82.64
2018-07-15 08:00:00,17.46
2020-05-01 07:00:00,21.15
2020-05-08 19:00:00,21.18
2020-03-03 18:00:00,49.4
2017-06-09 20:00:00,23.22
2017-06-25 20:00:00,32.56
2016-02-28 05:00:00,32.94
2017-06-11 21:00:00,13.73
2019-03-25 20:00:00,60.73
2019-02-02 00:00:00,55.0
2020-04-13 07:00:00,30.49
2018-04-18 20:00:00,45.47
2017-04-27 13:00:00,22.02
2017-03-04 21:00:00,36.98
2019-03-04 03:00:00,27.23
2018-11-10 00:00:00,47.18
2019-11-07 00:00:00,84.96
2018-04-26 01:00:00,71.9
2015-05-19 23:00:00,37.66
2016-02-19 22:00:00,60.2
2018-07-14 18:00:00,24.05
2018-02-02 10:00:00,35.34
2019-08-10 22:00:00,10.58
2019-09-16 02:00:00,13.85
2017-08-28 15:00:00,15.36
2019-04-01 19:00:00,44.29
2019-08-29 12:00:00,14.02
2015-05-25 19:00:00,18.88
2018-03-02 20:00:00,38.03
2018-07-17 03:00:00,12.72
2019-03-09 04:00:00,48.53
2020-05-08 05:00:00,18.35
2017-06-17 10:00:00,22.77
2019-02-05 09:00:00,48.42
2017-05-16 21:00:00,17.34
2016-05-06 10:00:00,28.48
2015-09-06 22:00:00,22.1
2018-09-06 01:00:00,20.75
2015-08-02 14:00:00,19.44
2016-01-31 01:00:00,100.91
2019-03-26 13:00:00,36.99
2017-04-09 16:00:00,13.07
2019-08-02 06:00:00,15.27
2018-09-16 06:00:00,18.0
2018-03-01 04:00:00,24.25
2015-09-22 00:00:00,51.16
2015-10-25 05:00:00,30.66
2018-01-20 03:00:00,37.65
2018-09-01 01:00:00,27.34
2015-06-07 03:00:00,12.99
2018-05-05 02:00:00,73.49
2019-05-09 14:00:00,18.82
2019-07-03 09:00:00,21.22
2016-05-06 02:00:00,21.08
2017-06-18 07:00:00,12.94
2016-01-17 01:00:00,83.14
2018-03-11 22:00:00,44.0
2017-04-04 09:00:00,36.48
2019-11-25 12:00:00,35.97
2017-01-09 20:00:00,49.64
2017-03-06 17:00:00,28.56
2017-11-16 10:00:00,26.08
2018-02-13 10:00:00,35.15
2019-12-06 04:00:00,60.12
2015-07-07 18:00:00,34.5
2015-08-01 16:00:00,21.14
2016-12-14 04:00:00,24.93
2018-07-03 22:00:00,31.46
2018-03-13 06:00:00,20.05
2019-09-24 14:00:00,12.94
2019-05-10 01:00:00,50.58
2016-10-17 04:00:00,37.54
2020-03-18 23:00:00,36.1
2017-02-09 10:00:00,37.41
2017-07-12 06:00:00,13.67
2019-05-27 07:00:00,17.91
2019-09-07 07:00:00,9.29
2018-10-31 12:00:00,35.25
2019-10-10 05:00:00,138.27
2015-08-12 18:00:00,22.15
2016-02-28 17:00:00,37.58
2015-10-29 22:00:00,53.65
2017-06-17 17:00:00,17.6
2016-12-10 22:00:00,0.73
2016-10-31 04:00:00,25.83
2020-03-12 01:00:00,34.21
2018-06-16 08:00:00,18.52
2017-08-27 02:00:00,13.39
2017-11-13 19:00:00,64.9
2019-04-13 14:00:00,63.02
2015-12-23 13:00:00,32.86
2018-11-12 01:00:00,52.26
2017-11-23 07:00:00,9.14
2016-09-29 12:00:00,45.98
2019-04-24 08:00:00,53.16
2016-12-14 16:00:00,39.89
2015-12-04 06:00:00,21.88
2020-04-24 19:00:00,20.18
2015-11-18 15:00:00,17.4
2017-02-26 13:00:00,21.24
2017-12-18 22:00:00,120.44
2016-11-03 01:00:00,37.06
2019-04-21 11:00:00,25.52
2016-11-15 09:00:00,25.64
2016-11-21 03:00:00,39.85
2016-04-15 13:00:00,30.29
2017-09-02 01:00:00,189.6
2018-05-23 06:00:00,52.99
2019-01-05 18:00:00,25.67
2015-11-22 01:00:00,33.66
2017-03-21 03:00:00,35.62
2017-11-09 08:00:00,25.07
2016-11-11 00:00:00,57.98
2018-05-06 13:00:00,26.69
2016-10-12 16:00:00,27.54
2017-04-21 17:00:00,20.02
2020-04-18 16:00:00,24.51
2019-03-27 05:00:00,51.77
2017-12-24 07:00:00,28.05
2018-05-16 21:00:00,62.64
2019-07-02 02:00:00,17.16
2016-07-04 03:00:00,43.59
2018-05-10 07:00:00,27.82
2019-01-01 13:00:00,46.39
2015-12-25 19:00:00,72.0
2018-02-10 17:00:00,11.56
2018-03-04 03:00:00,36.06
2017-05-24 05:00:00,13.02
2020-01-30 00:00:00,37.56
2016-12-20 23:00:00,25.22
2020-01-09 07:00:00,37.38
2017-11-25 02:00:00,37.04
2019-11-09 22:00:00,54.27
2016-11-02 07:00:00,51.69
2020-06-12 14:00:00,17.68
2016-02-16 09:00:00,39.02
2015-11-18 23:00:00,30.6
2016-03-21 02:00:00,200.14
2015-07-26 20:00:00,9.78
2019-09-26 03:00:00,8.61
2016-01-12 11:00:00,104.57
2017-01-23 15:00:00,58.89
2017-04-30 16:00:00,6.22
2017-07-27 03:00:00,18.55
2017-05-06 09:00:00,11.7
2015-06-09 21:00:00,30.22
2015-10-12 04:00:00,6.69
2019-04-16 09:00:00,44.73
2017-11-12 23:00:00,23.77
2017-09-25 01:00:00,18.64
2018-10-21 20:00:00,35.67
2017-04-24 13:00:00,19.36
2018-07-03 18:00:00,17.78
2016-10-28 22:00:00,83.14
2020-05-18 14:00:00,16.81
2015-10-24 08:00:00,44.18
2015-10-16 15:00:00,59.2
2015-08-15 01:00:00,22.18
2016-07-07 02:00:00,24.54
2015-03-31 09:00:00,33.56
2020-02-07 18:00:00,52.83
2018-03-18 01:00:00,13.66
2017-04-30 02:00:00,12.23
2019-04-04 20:00:00,70.58
2017-01-03 16:00:00,18.74
2019-10-24 13:00:00,7.96
2019-02-26 00:00:00,64.54
2016-12-25 14:00:00,33.54
2018-10-22 11:00:00,40.45
2016-11-05 13:00:00,44.28
2015-09-08 08:00:00,3.03
2018-07-18 22:00:00,19.34
2019-09-20 12:00:00,18.88
2018-06-19 21:00:00,23.54
2015-09-11 10:00:00,23.37
2019-11-04 20:00:00,62.29
2019-11-17 17:00:00,21.84
2019-03-07 04:00:00,65.78
2015-10-11 09:00:00,10.98
2016-05-23 00:00:00,46.64
2016-02-22 08:00:00,96.12
2017-11-25 07:00:00,14.68
2016-01-09 04:00:00,64.85
2018-05-15 15:00:00,17.02
2015-08-27 04:00:00,8.08
2017-01-06 02:00:00,40.27
2018-12-20 01:00:00,41.44
2018-06-26 18:00:00,18.49
2017-02-26 02:00:00,36.21
2016-06-28 18:00:00,9.76
2020-06-16 21:00:00,23.5
2016-04-28 19:00:00,27.02
2015-06-03 19:00:00,30.35
2015-12-21 20:00:00,116.23
2020-03-11 17:00:00,21.57
2019-11-24 17:00:00,24.7
2019-01-25 19:00:00,43.16
2018-10-12 19:00:00,51.48
2018-07-14 11:00:00,18.44
2019-06-10 07:00:00,6.08
2015-05-31 15:00:00,14.36
2019-02-16 21:00:00,76.67
2017-06-16 14:00:00,20.72
2016-06-02 02:00:00,24.69
2017-05-18 12:00:00,17.43
2017-03-29 16:00:00,54.36
2018-11-27 17:00:00,33.35
2016-04-20 12:00:00,29.05
2018-11-01 07:00:00,17.64
2018-07-09 13:00:00,19.33
2018-02-09 15:00:00,32.29
2018-07-27 10:00:00,20.86
2018-06-06 22:00:00,38.18
2018-05-10 12:00:00,13.5
2020-04-21 01:00:00,12.87
2020-05-04 02:00:00,26.44
2019-07-16 09:00:00,31.01
2019-12-03 11:00:00,28.15
2020-04-23 21:00:00,27.05
2017-11-26 17:00:00,17.8
2019-09-02 13:00:00,14.49
2019-11-24 19:00:00,27.47
2019-01-14 07:00:00,66.53
2017-09-09 17:00:00,12.89
2017-10-12 22:00:00,40.12
2019-06-07 18:00:00,24.25
2015-11-15 18:00:00,34.46
2015-09-16 05:00:00,5.05
2019-04-02 20:00:00,47.05
2017-12-29 09:00:00,43.88
2018-03-09 08:00:00,87.49
2018-11-30 21:00:00,44.27
2017-10-18 05:00:00,37.3
2018-02-17 07:00:00,24.84
2016-04-16 06:00:00,31.52
2016-02-29 18:00:00,52.36
2019-12-16 01:00:00,26.1
2020-03-25 11:00:00,29.88
2018-05-16 06:00:00,28.87
2017-09-16 11:00:00,8.71
2019-09-28 21:00:00,37.86
2016-05-31 07:00:00,10.29
